,Recent_wins,Home_win_stat,Drive,Yards_gained,Punt_blocked,First_down_rush,First_down_pass,Third_down_converted,Third_down_failed,Fourth_down_converted,Fourth_down_failed,Interception,Punt_inside_twenty,Punt_in_endzone,Kickoff_inside_twenty,Kickoff_in_endzone,Solo_tackle,Tackled_for_loss,Own_kickoff_recovery,Rush_attempt,Sack,Punt_attempt,Fumble,Pass_comp_percentage,Away_drive,Yards_gained_away,Punt_blocked_away,Away_first_down_rush,Away_first_down_pass,Third_down_converted_away,Away_third_down_failed,Fourth_down_converted_away,Away_fourth_down_failed,Interception_away,Punt_inside_twenty_away,Punt_in_endzone_away,Away_kickoff_inside_twenty,Away_kickoff_in_endzone,Away_solo_tackle,Away_tackled_for_loss,Own_kickoff_recovery_away,Rush_attempt_away,Sack_away,Away_punt_attempt,Away_fumble,Pass_comp_percentage_away,Recent_wins_away,Home_win
0,0.33333333333333326,-0.9047619047619048,0.4782608695652173,-0.08369617803580065,-1.0,-0.6538461538461539,-0.08860759493670889,-0.09090909090909094,0.18181818181818188,-0.6363636363636364,-0.4285714285714286,0.0,-0.33333333333333337,-1.0,-1.0,-0.2857142857142857,0.29292929292929304,-0.04347826086956519,-1.0,-0.06666666666666665,-0.6,0.0,-0.3846153846153846,0.6524283294296369,0.34782608695652173,-0.06751727804359386,-1.0,-0.2549019607843137,-0.308641975308642,0.125,0.2857142857142858,0.0,-1.0,-0.09090909090909094,-0.1428571428571429,-1.0,0.0,-0.3846153846153846,0.4948453608247423,0.04347826086956519,-1.0,0.11111111111111116,-0.5454545454545454,0.15384615384615374,-0.16666666666666663,0.38035417765851776,-0.33333333333333337,1.0
1,-1.0,-0.9047619047619048,0.4782608695652173,-0.36719883889695215,-1.0,-0.6923076923076923,-0.31645569620253167,-0.4545454545454546,0.3181818181818181,-1.0,-0.7142857142857143,0.19999999999999996,-0.06666666666666665,-1.0,-0.33333333333333337,0.1428571428571428,0.36363636363636354,-0.30434782608695654,-1.0,-0.22424242424242424,-0.12,0.1428571428571428,-0.23076923076923073,0.5776941045976671,0.34782608695652173,-0.041998936735778813,-1.0,-0.37254901960784315,-0.16049382716049387,0.0625,0.1428571428571428,0.0,-0.75,-0.2727272727272727,0.1428571428571428,-1.0,-0.6,-0.5384615384615384,0.14432989690721643,-0.3913043478260869,0.0,-0.012345679012345734,-0.36363636363636365,0.23076923076923084,-0.5,0.571909926445102,0.33333333333333326,0.0
2,-0.33333333333333337,-0.9047619047619048,0.3913043478260869,-0.03241412675374944,-1.0,-0.5769230769230769,-0.012658227848101222,-0.2727272727272727,0.09090909090909083,-0.4545454545454546,-0.7142857142857143,-0.6,-0.6,-1.0,-0.5555555555555556,0.4285714285714286,0.07070707070707072,-0.13043478260869568,-1.0,-0.22424242424242424,-0.6799999999999999,0.1428571428571428,-0.07692307692307687,0.5869291634149925,0.34782608695652173,-0.2886762360446571,-1.0,-0.4117647058823529,-0.5308641975308642,-0.1875,0.1428571428571428,-0.5,-0.75,-0.2727272727272727,-0.4285714285714286,-1.0,-0.6,-0.5384615384615384,0.18556701030927836,-0.6521739130434783,-1.0,-0.012345679012345734,-0.4545454545454546,0.15384615384615374,0.0,0.13071386991111744,-0.33333333333333337,1.0
3,1.0,-0.9047619047619048,0.26086956521739135,0.18626028059990318,-1.0,-0.5,0.03797468354430378,-0.1515151515151515,-0.18181818181818177,-0.8181818181818181,-0.1428571428571429,-0.6,-0.7333333333333334,-1.0,-1.0,-0.5714285714285714,0.08080808080808088,-0.4782608695652174,-1.0,-0.11515151515151512,-0.84,-0.3571428571428571,-0.6923076923076923,0.6700583756362426,0.5652173913043479,0.14300903774587992,-1.0,-0.37254901960784315,0.012345679012345734,0.1875,0.2857142857142858,-0.5,-0.5,-0.2727272727272727,-0.5714285714285714,-1.0,-0.8,-0.5384615384615384,0.5463917525773196,-0.3913043478260869,-1.0,0.04938271604938271,-0.6363636363636364,0.07692307692307687,-0.16666666666666663,0.5985115845480544,-0.33333333333333337,1.0
4,-0.33333333333333337,-0.9047619047619048,0.30434782608695654,-0.03434929850024193,-1.0,-0.15384615384615385,-0.31645569620253167,0.030303030303030276,0.13636363636363646,-0.4545454545454546,-0.4285714285714286,-0.8,-0.4666666666666667,-1.0,-0.33333333333333337,-0.4285714285714286,0.030303030303030276,-0.3913043478260869,-1.0,-0.054545454545454564,-0.6,-0.1428571428571429,0.07692307692307687,0.3284284322285913,0.7391304347826086,0.1217437533227006,-1.0,-0.33333333333333337,-0.18518518518518523,-0.1875,0.19047619047619047,-1.0,-0.25,-0.2727272727272727,-0.5714285714285714,-1.0,-0.6,-0.07692307692307687,0.17525773195876293,0.21739130434782616,-1.0,0.0,-0.6363636363636364,0.3076923076923077,-0.33333333333333337,0.4089097918372764,-1.0,1.0
5,-1.0,-0.9047619047619048,0.3913043478260869,-0.23270440251572322,-1.0,-0.42307692307692313,-0.31645569620253167,-0.5757575757575757,0.3181818181818181,-0.09090909090909094,-0.4285714285714286,-0.6,-0.06666666666666665,-1.0,-0.7777777777777778,-0.2857142857142857,0.41414141414141414,0.04347826086956519,-1.0,0.018181818181818077,-0.36,0.3571428571428572,-0.3846153846153846,0.697031577082488,0.4347826086956521,0.24933545986177563,-1.0,-0.21568627450980393,-0.0864197530864198,0.375,0.04761904761904767,-1.0,-0.75,-0.8181818181818181,-0.2857142857142857,-1.0,-0.8,-0.6923076923076923,0.38144329896907214,-0.04347826086956519,-1.0,0.308641975308642,-0.9090909090909091,-0.23076923076923073,-0.6666666666666667,0.5983714674716656,1.0,0.0
6,0.33333333333333326,-0.9047619047619048,0.26086956521739135,0.14658925979680704,-1.0,-0.2692307692307693,0.1898734177215189,0.39393939393939403,0.18181818181818188,-0.4545454545454546,-0.1428571428571429,-0.6,-0.7333333333333334,-1.0,0.11111111111111116,0.0,-0.11111111111111116,-0.3913043478260869,-1.0,-0.0060606060606061,-0.92,-0.3571428571428571,-1.0,0.4877630563253734,0.3913043478260869,0.3726741095162147,0.0,0.13725490196078427,0.18518518518518512,0.125,0.0,-0.5,-1.0,-0.6363636363636364,-0.1428571428571429,-1.0,-0.8,-0.5384615384615384,0.38144329896907214,-0.3913043478260869,-1.0,0.24691358024691357,-0.7272727272727273,-0.15384615384615385,-0.16666666666666663,0.6384655081623114,1.0,1.0
7,-0.33333333333333337,-0.9047619047619048,0.17391304347826098,-0.009192065795839421,-1.0,-0.5,0.11392405063291133,-0.1515151515151515,0.045454545454545414,-0.4545454545454546,-0.4285714285714286,-0.6,-0.33333333333333337,-1.0,-1.0,-0.7142857142857143,0.06060606060606055,-0.30434782608695654,-1.0,-0.17575757575757578,-0.52,-0.1428571428571429,0.07692307692307687,0.6721176956919712,0.34782608695652173,-0.05475810738968634,-1.0,-0.37254901960784315,-0.28395061728395066,-0.4375,0.38095238095238093,0.25,-0.25,-0.4545454545454546,-0.2857142857142857,-1.0,-1.0,0.23076923076923084,0.010309278350515427,-0.5652173913043479,-1.0,-0.2592592592592593,-0.8181818181818181,0.3846153846153846,-0.5,0.2828349749628569,-1.0,1.0
8,-1.0,-0.9047619047619048,0.17391304347826098,-0.07982583454281567,-1.0,0.15384615384615374,-0.21518987341772156,0.4545454545454546,-0.09090909090909094,-0.4545454545454546,-1.0,-0.4,-0.6,-1.0,0.11111111111111116,0.0,0.41414141414141414,-0.5652173913043479,-1.0,0.23636363636363633,-0.43999999999999995,-0.2857142857142857,-0.23076923076923073,0.621926516810688,0.4347826086956521,0.01754385964912286,-1.0,-0.2941176470588235,-0.308641975308642,-0.375,0.23809523809523814,-0.25,-0.75,-0.6363636363636364,-0.5714285714285714,-1.0,-0.8,-0.07692307692307687,-0.17525773195876293,-0.21739130434782605,-1.0,-0.07407407407407407,-0.09090909090909094,0.23076923076923084,-0.33333333333333337,0.545677653662026,-0.33333333333333337,1.0
9,1.0,-0.9047619047619048,0.6521739130434783,0.2714078374455733,-1.0,0.11538461538461542,-0.012658227848101222,0.21212121212121215,-0.045454545454545414,-0.8181818181818181,-0.4285714285714286,-0.6,-0.7333333333333334,-1.0,-0.11111111111111116,-0.5714285714285714,0.31313131313131315,-0.30434782608695654,-1.0,0.23636363636363633,-0.6799999999999999,-0.2857142857142857,-0.23076923076923073,0.6908955953738631,0.6086956521739131,0.004784688995215225,-1.0,-0.4509803921568627,-0.18518518518518523,0.0625,0.33333333333333326,-0.5,-1.0,-0.6363636363636364,-0.4285714285714286,-1.0,-1.0,-0.3846153846153846,-0.030927835051546393,-0.21739130434782605,-1.0,0.28395061728395055,-0.5454545454545454,0.3846153846153846,0.33333333333333326,0.4826876552369279,1.0,1.0
